Clause_ID,Clause_Text,Category,Subcategory,Vulnerability_Level,Annotation_Notes,Key_Terms,Clause_Context,Policy_Type,Vulnerability_Score
C3457,"Disclosure to information norm:
The policy shall be void and all premium paid thereon shall be forfeited to the Company in the event of
misrepresentation, mis-description or non-disclosure of any material fact by the policyholder.",Exclusion,Non-disclosure,High,This clause outlines the consequences of the policyholder's non-disclosure of material facts.,"['misrepresentation', 'mis-description', 'non-disclosure', 'material fact', 'policyholder', 'void', 'premium', 'forfeited']",high Exclusion,Health,3
C3458,"Explanation: “Material facts” for the purpose of this policy shall mean all relevant information sought by the company in
the proposal form and other connected documents to enable it to take informed decision in the context of underwriting
the risk)
21.",Definitions,Policy Terms,Low,Definition of 'Material facts' in the context of this policy,"['Material facts', 'relevant information', 'company', 'proposal form', 'connected documents', 'underwriting', 'risk']",low Coverage,Health,1
C3459,"Emergency Care: Emergency care means management for a severe illness or injury which results in symptoms which
occur suddenly and unexpectedly and requires immediate care by a medical practitioner to prevent death or serious
long term impairment of the Insured beneficiary’s health.",Coverage,Emergency Care,High,This clause defines the conditions for emergency care coverage in the health insurance policy.,"['Emergency care', 'severe illness', 'injury', 'symptoms', 'unexpectedly', 'immediate care', 'medical practitioner', 'death', 'serious long term impairment', 'Insured beneficiary’s health']",high Coverage,Health,3
C3460,"Family Definition for the purpose of Individual Sum Insured policy includes the insured; his/her lawfully wedded
spouse and dependent children & dependent parents
Family Definition for the purpose of Family Floater includes the insured; his/her lawfully wedded spouse and
dependent children.",Coverage,Family Definition,Medium,Defines the individuals covered under the policy for both Individual Sum Insured and Family Floater policies,"['Family Definition', 'Individual Sum Insured', 'Family Floater', 'lawfully wedded spouse', 'dependent children', 'dependent parents']",high Coverage,Health,3
C3461,For Parents separate floater policy can be opted.,Coverage,Additional Coverage,Low,This clause pertains to the option for parents to purchase a separate floater policy.,"['Parents', 'Separate floater policy']",low Coverage,Health,1
C3462,"Grace Period: Grace period means the specified period of time immediately following the premium due date during
which a payment can be made to renew or continue a policy in force without loss of continuity benefits such as waiting
periods and coverage of pre-existing diseases.",Coverage,Waiting Period,Medium,"This clause describes the grace period for health insurance policies, during which a payment can be made to renew or continue the policy without losing continuity benefits such as waiting periods and coverage for pre-existing diseases.","['Grace period', 'premium due date', 'payment', 'policy', 'continuity benefits', 'waiting periods', 'pre-existing diseases']",high Coverage,Health,3
C3463,"Coverage is not available for the period for which no premium is
received.",Exclusion,Premium-related,High,The clause explicitly states that coverage is not available for a period when no premium is received.,"['coverage', 'premium', 'received']",high Exclusion,Health,3
C3464,"Group Policy or Master Policy This Policy Document, the Policy Schedule and the Proposal, declaration and
applicable Endorsements under the Policy containing the terms and conditions of the insurance coverage and under
which Certificates of Insurance shall be issued to the Insured Beneficiary with the details of the extent of cover available
to the Insured Beneficiary, the Exclusions under the cover and the terms, conditions, warranties and limitations.",Coverage,Policy Details,Low,This clause describes the components of the policy document and the information they contain.,"['Policy Document', 'Policy Schedule', 'Proposal', 'Endorsements', 'Insured Beneficiary', 'Extent of cover', 'Exclusions', 'Terms, conditions, warranties and limitations']",low Coverage,Health,1
C3465,"Policy Holder/Proposer/Group Administered or “Insured” is the Organization or Legal Entity which has taken the
Policy on behalf of all Insured Beneficiaries.",Coverage,Policy Holder and Insured Definition,Low,"Defines the policy holder, proposer, group administrator, and insured in the context of the policy","['Policy Holder', 'Proposer', 'Group Administrator', 'Insured', 'Beneficiaries']",low Coverage,Health,1
C3466,"Hospital - A hospital means any institution established for in-patient care and day care treatment of illness and/or
injuries and which has been registered as a hospital with the local authorities under the Clinical Establishments
(Registration and Regulation) Act, 2010 or under the enactments specified under the Schedule of Section 56(1) of the
said Act OR complies with all minimum criteria as under:
--has qualified nursing staff under its employment round the clock;
--has at least 10 in-patient beds in towns having a population of less than 10,00,000 and at least 15 in-patient beds
in all other places;
--has qualified medical practitioner(s) in charge round the clock;
--has a fully equipped operation theatre of its own where surgical procedures are carried out;
--maintains daily records of patients and makes these accessible to the insurance company’s authorized personnel.",Coverage,Hospital Coverage,Low,This clause defines the criteria for a hospital to be considered valid for insurance purposes.,"['hospital', 'Clinical Establishments (Registration and Regulation) Act, 2010', 'local authorities', 'minimum criteria', 'qualified nursing staff', 'in-patient beds', 'qualified medical practitioner(s)', 'operation theatre', 'daily records', 'insurance company’s authorized personnel']",high Coverage,Health,3
C3467,"Hospitalisation- Means admission in a Hospital for a minimum period of 24 In patient Care consecutive hours except
for specified procedures/ treatments, where such admission could be for a period of less than 24consecutive hours.",Coverage,Hospitalization,Medium,The clause specifies the minimum duration for hospitalization to be covered under the policy.,"['Hospitalisation', '24 In patient Care consecutive hours', 'specified procedures/ treatments', 'less than 24 consecutive hours']",high Coverage,Health,3
C3468,"Illness: Illness means a sickness or a disease or pathological condition leading to the impairment of normal
physiological function which manifests itself during the Policy Period and requires medical treatment.",Coverage,Definition of Illness,Medium,This clause defines what is considered an illness under the policy.,"['Illness', 'sickness', 'disease', 'pathological condition', 'impairment', 'normal physiological function', 'requires medical treatment', 'Policy Period']",high Coverage,Health,3
C3469,"a) Acute condition - Acute condition is a disease, illness or injury that is likely to respond quickly to treatment
which aims to return the person to his or her state of health immediately before suffering the
disease/illness/injury which leads to full recovery.",Coverage,Definitions,Low,Defines what constitutes an acute condition,"['Acute condition', 'disease', 'illness', 'injury', 'treatment', 'full recovery']",low Coverage,Health,1
C3470,"b) Chronic condition - A chronic condition is defined as a disease, illness, or injury that has one or more of
the following characteristics:—it needs ongoing or long-term monitoring through consultations,
examinations, check-ups, and /or tests—it needs ongoing or long-term control or relief of symptoms— it
requires your rehabilitation or for you to be specially trained to cope with it—it continues indefinitely—it
comes back or is likely to come back.",Definitions,Chronic Condition,Medium,"Defines a chronic condition as a disease, illness, or injury that requires ongoing or long-term monitoring, control, rehabilitation, training, and has indefinite continuation and a likelihood of recurrence.","['chronic condition', 'disease', 'illness', 'injury', 'ongoing', 'long-term', 'monitoring', 'examinations', 'check-ups', 'tests', 'control', 'relief of symptoms', 'rehabilitation', 'specially trained', 'cope', 'indefinitely', 'comes back', 'likely']",high Coverage,Health,3
C3471,"Inpatient Care: Inpatient care means treatment for which the insured person has to stay in a hospital for more than 24
hours for a covered event.",Coverage,Inpatient Care,Low,The clause clearly defines the conditions for inpatient care coverage.,"['Inpatient care', 'treated', 'hospital', 'stay', 'covered event', '24 hours']",low Coverage,Health,1
C3472,"Injury/ Bodily Injury: Injury means accidental physical bodily harm excluding illness or disease solely and directly
caused by external, violent and visible and evident means which is verified and certified by a Medical Practitioner.",Coverage,Injury,Medium,The clause defines the term 'Injury' in the context of this health insurance policy.,"['Injury', 'Bodily Injury', 'accidental physical bodily harm', 'excluding illness or disease', 'external, violent and visible and evident means', 'Medical Practitioner']",high Coverage,Health,3
C3473,"Intensive Care Unit: Intensive care unit means an identified section, ward or wing of a hospital which is under the
constant supervision of a dedicated medical practitioner(s), and which is specially equipped for the continuous
monitoring and treatment of patients who are in a critical condition, or require life support facilities and where the level
of care and supervision is considerably more sophisticated and intensive than in the ordinary and other wards.",Coverage,Coverage_Details,Low,No specific vulnerability or legal terms noted,"['Intensive care unit', 'constant supervision', 'dedicated medical practitioner(s)', 'critical condition', 'life support facilities', 'ordinary wards']",low Coverage,Health,1
C3474,"Limit of Indemnity: Limit of Indemnity represents Our maximum liability to make payment for each and every claim per
person and collectively for all persons mentioned in the Schedule during the policy period and in the aggregate for the
person(s) named in the schedule during the policy period, and means the amount stated in the Schedule against each
Cover.",Coverage,Limit of Indemnity,High,This clause defines the maximum amount that the insurer will pay for each claim and in total for all claims during the policy period.,"['Limit of Indemnity', 'Our maximum liability', 'payment', 'claim', 'policy period', 'Schedule', 'Cover']",high Coverage,Health,3
C3475,"Medical Advise- Any consultation or advice from a Medical Practitioner including the issue of any prescription or repeat
prescription.",Coverage,Treatment,Medium,This clause pertains to the medical advice and prescriptions provided by a medical practitioner.,"['Medical Advise', 'Consultation', 'Medical Practitioner', 'Prescription', 'Repeat Prescription']",high Coverage,Health,3
C3476,"Medical expenses: Medical Expenses means those expenses that an Insured Person has necessarily and actually
incurred for medical treatment on account of Illness or Accident on the advice of a Medical Practitioner, as long as these
are no more than would have been payable if the Insured Person had not been insured and no more than other hospitals
or doctors in the same locality would have charged for the same medical treatment.",Coverage,Medical Expenses,Low,The clause defines the scope of medical expenses covered under the insurance policy.,"['Medical Expenses', 'Insured Person', 'Illness', 'Accident', 'Medical Practitioner', 'Hospitals', 'Doctors', 'Locality']",high Coverage,Health,3
C3477,"Medical Practitioner/ Doctor/ Physician: A Medical Practitioner is a person who holds a valid registration from the
Medical Council of any State or Medical Council of India or Council for Indian Medicine or for Homeopathy set up by
the Government of India or a State Government and is thereby entitled to practice medicine within its jurisdiction; and
is acting within the scope and jurisdiction of license.",Coverage,Professional Coverage,Low,Defines the qualifications of a medical practitioner who is eligible for coverage under the policy,"['Medical Practitioner', 'Doctor', 'Physician', 'Medical Council', 'State', 'Medical Council of India', 'Council for Indian Medicine', 'Homeopathy', 'Government', 'license', 'jurisdiction']",moderate Coverage,Health,2
C3478,"Medically Necessary: Medically necessary treatment is defined as any treatment, tests, medication, or stay in hospital
or part of a stay in hospital which
i) is required for the medical management of the illness or injury suffered by the insured;
ii) must not exceed the level of care necessary to provide safe, adequate and appropriate medical care in
scope, duration, or intensity;
iii) must have been prescribed by a medical practitioner,
iv) must conform to the professional standards widely accepted in international medical practice or by the
medical community in India.",Coverage,Medical Necessity,Low,This clause defines the criteria for medically necessary treatment under the health insurance policy.,"['Medically necessary', 'treatment', 'tests', 'medication', 'hospital', 'illness', 'injury', 'insured', 'level of care', 'professional standards', 'international medical practice', 'medical community in India']",high Coverage,Health,3
C3479,"Migration- means, the right accorded to health insurance policyholders (including all members under family cover and
members under family cover and members of group health insurance policy), to transfer the credit gained for pre-
existing conditions and time bound exclusions, with the same insurer.",Coverage,Transfer of Pre-existing Conditions,Medium,This clause pertains to the transferability of credits for pre-existing conditions and time-bound exclusions for health insurance policyholders and their family members.,"['Migration', 'pre-existing conditions', 'time bound exclusions', 'health insurance policyholders', 'family cover', 'group health insurance policy']",high Coverage,Health,3
C3480,"Named Insured/ Insured: Insured means the persons, or his Family members, named in the Schedule provided that
an Insured or his Family Members has attained the age of 3 months and is not older than 65 years of age at the
commencement of the Policy Period.",Coverage,Eligibility,Low,This clause defines the eligibility criteria for the insured and their family members in terms of age.,"['Insured', 'Family members', '3 months', '65 years', 'Policy Period']",moderate Coverage,Health,2
C3481,"Non- Network: Any hospital, day care centre or other provider that is not part of the network.",Network Coverage,Out-of-Network Providers,High,This clause pertains to hospitals and providers not part of the insurance network.,"['Non-Network', 'Hospital', 'Day Care Centre', 'Other Provider']",high Exclusion,Health,3
C3482,"Notification of Claim: Notification of claim is the process of notifying a claim to the insurer or TPA by specifying the
timelines as well as the address / telephone number to which it should be notified.",Coverage,Claim Process,Low,This clause explains the process of notifying a claim to the insurer or TPA.,"['Notification of Claim', 'Timelines', 'Address', 'Telephone number']",moderate Coverage,Health,2
C3483,"OPD treatment: OPD treatment is one in which the Insured visits a clinic / hospital or associated facility like a
consultation room for diagnosis and treatment based on the advice of a Medical Practitioner.",Coverage,Treatment,Low,This clause describes the type of treatment covered under the policy,"['OPD treatment', 'clinic', 'hospital', 'associated facility', 'consultation room', 'Medical Practitioner']",low Coverage,Health,1
C3484,"The Insured is not
admitted as a day care or in-patient.",Exclusion,Day Care and In-patient Exclusion,High,This clause specifies a condition under which the insured is not covered for day care or in-patient services.,"['Insured', 'Day care', 'In-patient']",high Exclusion,Health,3
C3485,"Portability: Portability means the right accorded to an individual health insurance policyholder (including all members
under family cover) to transfer the credit gained for pre-existing conditions and time-bound exclusions from one insurer
to another.",Coverage,Transferability,Medium,This clause pertains to the transferability of credits for pre-existing conditions and time-bound exclusions from one insurer to another.,"['Portability', 'Individual health insurance policyholder', 'Family cover', 'Transfer', 'Credit', 'Pre-existing conditions', 'Time-bound exclusions']",high Coverage,Health,3
C3486,"Pre-Existing Disease:
means any condition, ailment or injury or disease
a.",Pre-Existing Disease,Definition,High,Defines the term 'Pre-Existing Disease' in the context of health insurance,"['Pre-Existing Disease', 'condition', 'ailment', 'injury', 'disease']",high Exclusion,Health,3
C3487,"That is/are diagnosed by a physician within 48 months prior to the effective date of the policy issued by the
insurer or its reinstatement
or
b.",Waiting Period,Pre-existing Condition,High,Refers to a specific time frame for a pre-existing condition diagnosis,"['diagnosed', 'physician', '48 months', 'effective date', 'policy', 'insurer']",high Exclusion,Health,3
C3488,"For which medical advice or treatment was recommended by, or received from, a physician within 48 months
prior to the effective date of the policy issued by the insurer or its reinstatement
45.",Waiting Period,Pre-existing Condition,High,"This clause pertains to the waiting period for pre-existing conditions, specifying a time frame of 48 months before the policy's effective date.","['medical advice', 'treatment', 'physician', 'effective date', 'policy', '48 months']",high Waiting Period,Health,3
C3489,"Pre-hospitalization Medical Expenses: Medical Expenses incurred immediately before the Insured Person is
Hospitalised, provided that:
 Such Medical Expenses are incurred for the same condition for which the Insured Person’s Hospitalisation
was required, and
 The In-patient Hospitalization claim for such Hospitalization is admissible by the Insurance Company.",Coverage,Pre-hospitalization Expenses,Low,No specific vulnerabilities or ambiguities,"['Pre-hospitalization Medical Expenses', 'Insured Person', 'Hospitalisation', 'Same condition', 'In-patient Hospitalization claim', 'Insurance Company']",moderate Coverage,Health,2
C3490,"Post-hospitalization Medical Expenses: Medical Expenses incurred immediately after the Insured Person is
Hospitalised, provided that:
 Such Medical Expenses are incurred for the same condition for which the Insured Person’s
Hospitalisation was required, and
 The In-patient Hospitalization claim for such Hospitalization is admissible by the Insurance Company.",Coverage,Post-Hospitalization Expenses,Medium,This clause specifies the conditions under which post-hospitalization medical expenses are covered.,"['Post-hospitalization Medical Expenses', 'Insured Person', 'Hospitalised', 'Same condition', 'In-patient Hospitalization claim', 'Admissible by the Insurance Company']",high Coverage,Health,3
C3491,"Policy Schedule means the Group Policy schedule and any annexure to it read with respective Certificate of Insurance
which are forming part of the policy.",Coverage,Policy Scope,Low,Refers to the schedule and annexures that form part of the policy,"['Policy Schedule', 'Group Policy schedule', 'Annexure', 'Certificate of Insurance']",low Coverage,Health,1
C3492,"Qualified Nurse: Qualified nurse is a person who holds a valid registration from the Nursing Council of India or the
Nursing Council of any state in India.",Professional Qualifications,Medical Personnel,Low,This clause defines the qualifications required for a nurse to be considered valid under the policy.,"['Qualified nurse', 'Nursing Council of India', 'State in India', 'Valid registration']",moderate Coverage,Health,2
C3493,"Reasonable and Customary Charges: Reasonable and Customary charges means the charges for services or
supplies, which are the standard charges for the specific provider and consistent with the prevailing charges in the
geographical area for identical or similar services, taking into account the nature of the illness / injury involved
50.",Coverage,Payment and Reimbursement,Low,This clause defines the concept of 'Reasonable and Customary Charges' in the context of health insurance.,"['Reasonable and Customary charges', 'services or supplies', 'standard charges', 'prevailing charges', 'geographical area', 'identical or similar services', 'nature of the illness / injury involved']",low Coverage,Health,1
C3494,"Room rent: Means the amount charged by a hospital for the occupancy of a bed on per day (24 hours) basis and shall
include associated medical expenses.",Coverage,Benefits,Low,No specific vulnerabilities noted in this clause.,"['Room rent', 'amount charged', 'hospital', 'bed', 'per day', 'medical expenses']",low Coverage,Health,1
C3495,"Renewal: Renewal defines the terms on which the contract of insurance can be renewed on mutual consent with a
provision of grace period for treating the renewal continuous for the purpose of all waiting periods.",Renewal,Provisions,Medium,This clause describes the conditions for renewing the insurance contract.,"['Renewal', 'Grace period', 'Continuous', 'Waiting periods']",high Coverage,Health,3
C3496,"Surgery: Surgery or Surgical Procedure means manual and / or operative procedure (s) required for treatment of an
illness or injury, correction of deformities and defects, diagnosis and cure of diseases, relief of suffering or prolongation
of life, performed in a hospital or day care centre by a medical practitioner
53.",Coverage,Procedural Coverage,Low,This clause defines the term 'Surgery' in the context of health insurance.,"['Surgery', 'Surgical Procedure', 'Manual and / or operative procedure', 'Hospital', 'Day care centre', 'Medical practitioner']",low Coverage,Health,1
C3497,Schedule means the Policy Schedule and any annexure to it read with respective Certificate of Insurance.,Coverage,Policy Schedules,Low,No specific vulnerabilities noted,"['Schedule', 'Policy Schedule', 'Annexure', 'Certificate of Insurance']",low Coverage,Health,1
C3498,"Unproven/Experimental treatment: Unproven/Experimental treatment is treatment, including drug Experimental
therapy, which is not based on established medical practice in India, is treatment experimental or unproven.",Exclusion,Treatment Exclusion,High,Refers to treatments not based on established medical practice in India,"['Unproven treatment', 'Experimental treatment', 'Established medical practice']",high Exclusion,Health,3
C3499,"You, Your, Yourself / Your Family named in the schedule means the person or persons that We insure as set out in
the Schedule.",Coverage,Definitions,Low,Defines who is covered under the policy,"['You', 'Your', 'Your Family', 'We insure', 'Schedule']",low Coverage,Health,1
C3500,"We, Our, Ours means the Bajaj Allianz General Insurance Company Limited.",Definition,Parties Involved,Low,Defines the parties involved in the insurance contract,"['We', 'Our', 'Ours', 'Bajaj Allianz General Insurance Company Limited']",low Coverage,Health,1
C3501,"C. GENERAL EXCLUSIONS
We will not be liable to make any payment under this Policy under any circumstances, for any claim directly or indirectly
attributable to, or based on, or arising out of, or connected with any of the following:
I.",Exclusion,General Exclusions,High,This clause outlines situations where the insurance company will not be liable for payment under the policy.,"['General Exclusions', 'Payment', 'Liability', 'Claim', 'Policy', 'Circumstances', 'Indirectly', 'Directly', 'Arising out of', 'Connected with']",high Exclusion,Health,3
C3502,"Waiting Period
1.",Waiting Period,Duration,Medium,This clause specifies the duration of a waiting period in a health insurance policy.,"['Waiting Period', 'Duration']",high Waiting Period,Health,3
C3503,"Pre-existing Diseases waiting period (Excl01)
a) Expenses related to the treatment of a pre-existing Disease (PED) and its direct complications shall be excluded
until the expiry of 36 months of continuous coverage after the date of inception of the first Family Health Care
Policy with us.",Exclusion,Pre-existing Disease Waiting Period,High,This clause pertains to the exclusion of expenses related to pre-existing diseases and their complications during the first 36 months of continuous coverage.,"['Pre-existing Disease', 'Treatment', 'Exclusion', 'Waiting Period', '36 months', 'Continuous Coverage']",high Exclusion,Health,3
C3504,b) In case of enhancement of Sum Insured the exclusion shall apply afresh to the extent of Sum Insured increase.,Exclusion,Sum Insured Enhancement,Medium,This clause pertains to the exclusion of coverage when there is an increase in the Sum Insured.,"['Sum Insured', 'Enhancement', 'Exclusion']",high Exclusion,Health,3
C3505,"c) If the Insured is continuously covered without any break as defined under the portability norms of the extant IRDAI
(Health Insurance) Regulations then waiting period for the same would be reduced to the extent of prior coverage.",Waiting Period,Reduction,Low,This clause pertains to the reduction of waiting period for health insurance coverage under certain conditions.,"['Insured', 'continuously covered', 'portability norms', 'IRDAI Regulations', 'waiting period', 'prior coverage']",moderate Waiting Period,Health,2
C3506,"d) Coverage under the Policy after the expiry of 36 months for any pre-existing disease is subject to the same being
declared at the time of application and accepted by Us.",Waiting Period,Pre-existing Disease,High,"The clause specifies a waiting period for coverage of pre-existing diseases after 36 months, which requires declaration at the time of application and acceptance by the insurer.","['pre-existing disease', '36 months', 'declaration', 'acceptance', 'coverage']",high Waiting Period,Health,3
C3507,"Specified disease/procedure waiting period (Excl02)
a) Expenses related to the treatment of the listed Conditions, surgeries/treatments shall be excluded until the expiry
of 24 months of continuous coverage after the date of inception of the first Family Health Care Policy with Us.",Exclusion,Waiting Period,High,The clause specifies a waiting period for coverage of certain treatments or procedures related to specified diseases or surgeries.,"['Specified disease/procedure waiting period', 'Excl02', 'treatment', 'listed Conditions', 'surgeries/treatments', '24 months', 'continuous coverage', 'date of inception', 'Family Health Care Policy', 'Us']",high Waiting Period,Health,3
C3508,"This
exclusion shall not be applicable for claims arising due to an accident.",Exclusion,Accident-related Exclusions,Medium,"This clause specifies a condition under which the exclusion does not apply, i.e., for claims arising due to an accident.","['exclusion', 'applicable', 'claims', 'arising', 'accident']",high Exclusion,Health,3
C3509,b) In case of enhancement of Sum Insured the exclusion shall apply afresh to the extent of Sum Insured increase.,Exclusion,Sum Insured Increase Exclusion,Medium,This clause pertains to the exclusion of coverage when there is an increase in the Sum Insured amount.,"['Sum Insured', 'Exclusion', 'Increase']",high Exclusion,Health,3
C3510,"c) If any of the specified disease/procedure falls under the waiting period specified for Pre-Existing diseases, then the
longer of the two waiting periods shall apply.",Exclusion,Waiting Period,Medium,This clause specifies the application of the longer waiting period for pre-existing diseases.,"['pre-existing diseases', 'waiting period']",high Exclusion,Health,3
C3511,"d) The waiting period for listed conditions shall apply even if contracted after the Policy or declared and accepted
without a specific exclusion.",Waiting Period,Application of Waiting Period,High,This clause explains that the waiting period for listed conditions applies even if the policy is contracted after its issuance or if a specific exclusion is not mentioned.,"['waiting period', 'listed conditions', 'contracted', 'Policy', 'exclusion']",high Coverage,Health,3
C3512,"e) If the Insured is continuously covered without any break as defined under the applicable norms on portability
stipulated by IRDAI, then waiting period for the same would be reduced to the extent of prior coverage.",Waiting Period,Reduction,Medium,This clause pertains to the reduction of waiting period under certain conditions related to continuous coverage.,"['Insured', 'continuously covered', 'break', 'portability', 'stipulated by IRDAI', 'prior coverage', 'waiting period']",high Waiting Period,Health,3
C3513,"f) List of specific diseases/procedures is as below
1.",Covered Procedures,Specific List,Low,This clause lists specific diseases or procedures covered under the policy.,"['List', 'Diseases', 'Procedures']",low Coverage,Health,1
C3514,"Any types of gastric or duodenal ulcers, 2.",Coverage,Pre-existing Conditions,Medium,This clause pertains to coverage for certain types of ulcers,"['gastric ulcers', 'duodenal ulcers']",high Coverage,Health,3
C3515,"Hernia of all types
5.",Coverage,Pre-existing Conditions,High,"This clause pertains to hernia coverage, but it's not clear if it's a specific type or the level of coverage.","['Hernia', 'all types']",high Coverage,Health,3
C3516,All types of sinuses 6.,Coverage,Specific Condition Coverage,Low,This clause refers to coverage for all types of sinuses.,['sinuses'],low Coverage,Health,1
C3517,"Fistulae, Fissure in ano
7.",Disease Coverage,Specific Conditions,Medium,This clause pertains to the coverage of Fistulae and Fissure in ano,"['Fistulae', 'Fissure in ano']",low Coverage,Health,1
C3518,Dysfunctional uterine bleeding 10.,Coverage,Specific Illness,Medium,This clause pertains to a specific health condition covered under the policy,['Dysfunctional uterine bleeding'],high Coverage,Health,3
C3519,Endometriosis 12.,Disease Coverage,Specific Disease Coverage,High,"This clause pertains to the coverage for Endometriosis, a specific disease.",['Endometriosis'],high Coverage,Health,3
C3520,"Hysterectomy
13.",Coverage,Specific Procedures,Low,"This clause pertains to a specific medical procedure, Hysterectomy",['Hysterectomy'],low Coverage,Health,1
C3521,Stones in the urinary and biliary systems 14.,Coverage,Disease Coverage,Medium,"This clause pertains to a specific medical condition, but lacks specific details about coverage, exclusion, or limitations.","['Stones', 'urinary systems', 'biliary systems']",high Coverage,Health,3
C3522,"Surgery for any skin ailment
15.",Coverage,Specific Medical Procedure,Medium,"The clause pertains to a specific medical procedure, but it does not specify the conditions or limitations.","['Surgery', 'Skin ailment']",high Coverage,Health,3
C3523,Surgery on ears/tonsils/adenoids/paranasal 16.,Coverage,Specific Treatment,Medium,"This clause pertains to the coverage of surgeries related to ears, tonsils, adenoids, and paranasal sinuses.","['Surgery', 'Ears', 'Tonsils', 'Adenoids', 'Paranasal']",low Coverage,Health,1
C3524,"Surgery on all internal or external tumours/
sinuses cysts/ nodules/polyps of any kind including
breast lumps with exception of malignant
tumor or growth.",Coverage,Medical Procedures,Medium,"This clause covers surgical procedures for various types of tumors, sinuses, cysts, nodules, polyps, and breast lumps, except for malignant tumors or growths.","['Surgery', 'Tumor', 'Sinuses', 'Cysts', 'Nodules', 'Polyps', 'Breast lumps', 'Malignant']",high Coverage,Health,3
C3525,Mental Illness 18.,Mental Health,Specific Conditions,High,"This clause refers to a specific mental illness, numbered 18.","['Mental Illness', '18']",high Coverage,Health,3
C3526,"Alzheimer’s disease
19.",Disease Coverage,Neurological Diseases,High,Reference to a specific disease,"[""Alzheimer's disease""]",high Coverage,Health,3
C3527,"Macular Degeneration
3.",Disease Coverage,Specific Condition,High,"This clause pertains to the coverage of Macular Degeneration, a common eye condition.",['Macular Degeneration'],high Coverage,Health,3
C3528,"Any Medical Expenses incurred which You have the benefit of a Family Health Care Policy with Us in connection with:
a) Joint replacement surgery,
b) Surgery for vertebral column disorders (unless necessitated due to an accident)
c) Surgery to correct deviated nasal septum
d) Hypertrophied turbinate
e) Congenital internal diseases or anomalies
f) Treatment for correction of eye sight due to refractive error recommended by Ophthalmologist for medical reasons
with refractive error greater or equal to 7.5
g) Bariatric Surgery
h) Parkinson’s Disease
i) Genetic disorders
4.",Surgical Procedures,Specific Procedures Covered,Medium,"This clause specifies certain surgical procedures that are covered under the health insurance policy, subject to certain conditions.","['Joint replacement surgery', 'Vertebral column disorders', 'Deviated nasal septum', 'Hypertrophied turbinate', 'Congenital internal diseases or anomalies', 'Treatment for correction of eye sight', 'Refractive error', '7.5', 'Bariatric Surgery', 'Parkinson’s Disease', 'Genetic disorders']",high Coverage,Health,3
C3529,"30-day waiting period (Excl03)
a) Expenses related to the treatment of any illness within 30 days from the first Policy commencement date shall be
excluded except claims arising due to an accident, provided the same are covered.",Exclusion,Waiting Period,High,This clause specifies a waiting period for certain illness-related expenses and provides an exception for accidents.,"['30-day waiting period', 'Excl03', 'treatment', 'Policy commencement date', 'accident']",high Exclusion,Health,3
C3530,"b) This exclusion shall not, however apply if the Insured has Continuous Coverage for more than twelve months.",Exclusion,Waiting Period,Medium,This clause specifies a waiting period for continuous coverage to be exempted from an exclusion.,"['Insured', 'Continuous Coverage', 'twelve months']",high Exclusion,Health,3
C3531,"c) The within referred waiting period is made applicable to the enhanced Sum Insured in the event of granting higher
Sum Insured subsequently.",Waiting Period,Modification,Medium,This clause pertains to the modification of waiting period in relation to the enhanced Sum Insured.,"['within referred waiting period', 'enhanced Sum Insured', 'subsequently']",high Coverage,Health,3
C3532,"General Exclusion:
1.",Exclusion,General Exclusion,High,This clause outlines a general exclusion for the insurance policy.,['General Exclusion'],high Exclusion,Health,3
C3533,"Any dental treatment that comprises of cosmetic surgery, dentures, dental prosthesis, dental implants, orthodontics,
surgery of any kind unless as a result of Accidental Bodily Injury to natural teeth and also requiring hospitalization.",Exclusion,Dental Procedures,High,"This clause excludes certain dental procedures, such as cosmetic surgery, dentures, dental prosthesis, dental implants, orthodontics, and surgery of any kind, unless they are a result of Accidental Bodily Injury to natural teeth and also requiring hospitalization.","['dental treatment', 'cosmetic surgery', 'dentures', 'dental prosthesis', 'dental implants', 'orthodontics', 'Accidental Bodily Injury', 'hospitalization']",high Exclusion,Health,3
C3534,"Medical expenses where Inpatient care is not warranted and does not require supervision of qualified nursing staff and
qualified medical practitioner round the clock
Family Health Care (Silver) / UIN - BAJHLIP22024V032122/ 7",Exclusion,Inpatient Care Exclusion,Medium,This clause pertains to the exclusion of medical expenses for inpatient care that does not require round-the-clock supervision of qualified nursing staff and medical practitioners.,"['Inpatient care', 'qualified nursing staff', 'qualified medical practitioner', 'round the clock']",high Exclusion,Health,3
C3535,"War, invasion, acts of foreign enemies, hostilities (whether war be declared or not), civil war, commotion, unrest,
rebellion, revolution, insurrection, military or usurped power or confiscation or nationalization or requisition of or damage
by or under the order of any government or public local authority.",Exclusion,War and Political Events,High,This clause excludes coverage for various war-related events and actions by government or public authorities.,"['war', 'invasion', 'acts of foreign enemies', 'hostilities', 'civil war', 'commotion', 'unrest', 'rebellion', 'revolution', 'insurrection', 'military or usurped power', 'confiscation', 'nationalization', 'requisition', 'damage', 'government', 'public local authority']",high Exclusion,Health,3
C3536,Any Medical expenses incurred due to Act of Terrorism will be covered under the Policy.,Coverage,Terrorism Coverage,High,This clause pertains to coverage for medical expenses incurred due to acts of terrorism.,"['Medical expenses', 'Act of Terrorism', 'Policy']",high Coverage,Health,3
